Have,Want,Trade,Name,Set,Low,Mid,High
1,0,0,Chien-Pao ex - 236/193 - [Holofoil],SV02: Paldea Evolved,$4.00,$7.00,$26.91
2,0,0,Chikorita,Mysterious Treasures,$0.10,$0.38,$6.47
1,0,0,Chikorita (5),SM - Lost Thunder,$0.15,$0.23,$1.46
3,0,0,Chili & Cilan & Cress,SWSH08: Fusion Strike,$0.01,$0.08,$2.49
1,0,0,Chimecho,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
1,0,0,Chinchou,SWSH07: Evolving Skies,$0.01,$0.06,$1.00
1,0,0,Chinchou - [Reverse Holofoil],SWSH07: Evolving Skies,$0.03,$0.15,$2.00
3,0,0,Chinchou,SWSH12: Silver Tempest,$0.01,$0.15,$5.00
1,0,0,Chinchou - [Reverse Holofoil],SWSH12: Silver Tempest,$0.01,$0.15,$1.28
1,0,0,Chingling,Supreme Victors,$0.66,$1.57,$3.00
9,0,0,Charmander,Base Set,$0.05,$1.00,$9.99
1,0,0,Charmander,Secret Wonders,$0.14,$0.69,$5.98
1,0,0,Charmander - 9/25 - [Holofoil],McDonald's 25th Anniversary Promos,$0.50,$1.79,$32.00
3,0,0,Chatot,SWSH10: Astral Radiance,$0.01,$0.05,$2.00
1,0,0,Chatot,Crown Zenith,$0.01,$0.06,$1.28
1,0,0,Cheren's Care - [Holofoil],Crown Zenith: Galarian Gallery,$2.00,$3.80,$12.96
1,0,0,Cherubi,Stormfront,$0.10,$0.34,$4.18
1,0,0,Cherubi,Unleashed,$0.06,$0.25,$2.00
1,0,0,Cherubi,SWSH05: Battle Styles,$0.01,$0.09,$1.05
4,0,0,Cherubi,Crown Zenith,$0.01,$0.05,$1.28
1,0,0,Charcadet - 025/182,SV04: Paradox Rift,$0.01,$0.10,$2.95
1,0,0,Charcadet - 039/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.17,$2.95
3,0,0,Charcadet - 039/193,SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Charcadet - 039/198,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
2,0,0,Charizard ex - 054/091 - [Holofoil],SV: Paldean Fates,$1.50,$3.15,$39.99
1,0,0,Charizard ex - 074 - [Holofoil],SV: Scarlet & Violet Promo Cards,$3.85,$5.01,$41.00
1,0,0,Charizard V - [Holofoil],SWSH09: Brilliant Stars,$1.49,$3.00,$25.00
1,0,0,Chansey,Mysterious Treasures,$0.18,$0.29,$1.49
2,0,0,Centiskorch (49),SWSH08: Fusion Strike,$0.01,$0.08,$1.29
4,0,0,Ceruledge - [Holofoil],SV02: Paldea Evolved,$0.01,$0.15,$2.95
1,0,0,Cetoddle - 059/198 - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.03,$0.15,$2.95
1,0,0,Castform Snowy Form,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
1,0,0,Caterpie,Hidden Fates,$0.01,$0.10,$2.00
1,0,0,Caterpie,SWSH02: Rebel Clash,$0.02,$0.11,$1.34
1,0,0,Carracosta,Noble Victories,$1.82,$2.79,$4.32
1,0,0,Pikachu - SWSH039 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.50,$1.20,$19.99
1,0,0,Pikachu - SWSH234 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.08,$0.48,$999.99
1,0,0,Pikachu ex - [Holofoil],SV02: Paldea Evolved,$0.85,$1.84,$9.00
1,0,0,Pikachu VMAX - SWSH286 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.70,$1.29,$9.99
1,0,0,Piloswine,Triumphant,$0.18,$0.27,$2.99
1,0,0,Pincurchin,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
3,0,0,Pincurchin,SWSH04: Vivid Voltage,$0.01,$0.10,$1.32
1,0,0,Pincurchin - [Reverse Holofoil],SWSH04: Vivid Voltage,$0.05,$0.15,$5.00
1,0,0,Persian,SWSH08: Fusion Strike,$0.01,$0.10,$1.28
5,0,0,Petilil,SWSH07: Evolving Skies,$0.01,$0.05,$1.50
4,0,0,Petilil,SWSH12: Silver Tempest,$0.01,$0.06,$3.00
2,0,0,Phanpy,SWSH04: Vivid Voltage,$0.01,$0.09,$2.00
2,0,0,Phantump,XY Base Set,$0.10,$0.25,$1.90
3,0,0,Phantump,SWSH11: Lost Origin,$0.01,$0.05,$999.00
2,0,0,Phoebe,SWSH05: Battle Styles,$0.01,$0.10,$1.00
1,0,0,Paras,Mysterious Treasures,$0.10,$0.25,$8.90
1,0,0,Paras,Hidden Fates,$0.01,$0.10,$2.00
2,0,0,Paras,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Paras - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.03,$0.15,$15.00
2,0,0,Path to the Peak,SWSH06: Chilling Reign,$0.01,$0.20,$5.00
4,0,0,Pawmi,SV02: Paldea Evolved,$0.01,$0.05,$2.95
2,0,0,Pawmi - [Reverse Holofoil],SV02: Paldea Evolved,$0.03,$0.12,$2.95
6,0,0,Pawmi,McDonald's Promos 2023,$0.01,$0.12,$1.50
1,0,0,Pelipper - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
3,0,0,Pelipper,SV02: Paldea Evolved,$0.01,$0.08,$2.95
5,0,0,Palossand,SV02: Paldea Evolved,$0.01,$0.06,$2.95
5,0,0,Pancham,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Pangoro - 13/15,McDonald's Promos 2022,$0.09,$0.18,$1.99
2,0,0,Pansear,Black and White,$0.04,$0.25,$1.32
2,0,0,Paldean Student - 086/091 - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$2.95
2,0,0,Paldean Student - 230/091 - [Holofoil],SV: Paldean Fates,$0.14,$0.61,$10.00
1,0,0,Palkia & Dialga Legend (Top) - [Holofoil],Triumphant,$25.00,$40.00,$66.43
2,0,0,Oranguru,Crown Zenith,$0.01,$0.10,$2.00
1,0,0,Orbeetle,SV04: Paradox Rift,$0.01,$0.08,$10.04
1,0,0,Oricorio,SWSH08: Fusion Strike,$0.01,$0.12,$2.00
1,0,0,Orthworm,SV04: Paradox Rift,$0.01,$0.07,$5.00
1,0,0,Oshawott (28),Black and White,$0.10,$0.30,$3.69
1,0,0,Oshawott - BW08 - [Holofoil],Black and White Promos,$0.17,$0.89,$2.44
1,0,0,Onix,SV: Scarlet & Violet 151,$0.01,$0.09,$5.00
6,0,0,Oinkologne,SV: Paldean Fates,$0.01,$0.06,$5.00
1,0,0,Nymble - 014/182,SV04: Paradox Rift,$0.01,$0.06,$2.95
3,0,0,Nymble - 020/193,SV02: Paldea Evolved,$0.01,$0.08,$2.95
2,0,0,Nosepass - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.12,$2.00
2,0,0,Nosepass,SWSH09: Brilliant Stars,$0.01,$0.05,$1.50
1,0,0,Numel,Legends Awakened,$0.10,$0.25,$2.48
3,0,0,Noctowl,SWSH10: Astral Radiance,$0.01,$0.09,$999.00
1,0,0,Noivern,SWSH12: Silver Tempest,$0.01,$0.11,$2.00
1,0,0,Noivern ex - 069/091 - [Holofoil],SV: Paldean Fates,$0.17,$0.50,$5.99
1,0,0,Ninetales (30),SWSH08: Fusion Strike,$0.01,$0.10,$1.33
4,0,0,Nickit,SWSH07: Evolving Skies,$0.01,$0.06,$1.00
1,0,0,Nidoqueen,Mysterious Treasures,$0.24,$1.00,$8.07
1,0,0,Nemona's Backpack - [Reverse Holofoil],SV: Paldean Fates,$0.02,$0.16,$1.50
5,0,0,Nemona's Backpack,SV: Paldean Fates,$0.01,$0.06,$5.00
1,0,0,Natu,SM - Cosmic Eclipse,$0.01,$0.12,$1.31
1,0,0,Naclstack,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Murkrow,Supreme Victors,$0.18,$0.44,$1.46
1,0,0,Mothim - [Reverse Holofoil],Majestic Dawn,$0.99,$1.74,$4.75
1,0,0,Mr. Mime (6) - [Unlimited Holofoil],Jungle,$13.00,$20.17,$29.97
1,0,0,Mudkip - 057/100,Crystal Guardians,$0.23,$0.52,$8.99
1,0,0,Mudkip - 5/12 - [Holofoil],McDonald's Promos 2015,$2.49,$8.99,$10.13
1,0,0,Mudsdale,SWSH04: Vivid Voltage,$0.03,$0.17,$2.00
1,0,0,Muk - [Reverse Holofoil],SV: Scarlet & Violet 151,$0.04,$0.17,$50.00
1,0,0,Munchlax (69),Rising Rivals,$1.57,$3.99,$5.99
2,0,0,Morelull,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Morpeko (035),Shining Fates,$0.01,$0.08,$2.00
1,0,0,Morpeko - SWSH031 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.01,$0.22,$5.00
1,0,0,Morpeko V-Union (SWSH287-290) (Set of 4) - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.25,$0.84,$9.95
6,0,0,Moltres - [Holofoil],Pokemon GO,$0.01,$0.25,$100.00
1,0,0,Moltres - [Reverse Holofoil],Pokemon GO,$0.11,$0.30,$4.00
1,0,0,Miraidon - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.15,$10.44
1,0,0,Miraidon ex - [Holofoil],SV: Paldean Fates,$8.52,$10.77,$30.71
1,0,0,Miraidon ex - 253/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$4.60,$6.97,$24.42
2,0,0,Miriam - 179/198,SV01: Scarlet & Violet Base Set,$0.01,$0.13,$5.95
1,0,0,Milo,SWSH02: Rebel Clash,$0.01,$0.10,$3.49
1,0,0,Miltank - [Reverse Holofoil],Stormfront,$0.35,$0.62,$2.54
1,0,0,Mimikyu - [Reverse Holofoil],SWSH03: Darkness Ablaze,$0.20,$0.35,$2.42
1,0,0,Mimikyu ex - 004 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.10,$0.53,$5.95
1,0,0,Minccino,Black and White,$0.05,$0.25,$8.99
4,0,0,Minccino (146),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.29
2,0,0,Mienshao,SWSH11: Lost Origin,$0.01,$0.06,$1.00
1,0,0,Mienshao - [Reverse Holofoil],SWSH11: Lost Origin,$0.01,$0.14,$2.00
4,0,0,Milcery,SWSH04: Vivid Voltage,$0.01,$0.10,$10.00
2,0,0,Milcery,SWSH09: Brilliant Stars,$0.01,$0.05,$4.00
1,0,0,Mew V - [Holofoil],Crown Zenith,$0.49,$1.11,$10.98
1,0,0,Mewtwo,SWSH09: Brilliant Stars,$0.01,$0.15,$10.00
2,0,0,Metal Saucer,SWSH01: Sword & Shield Base Set,$0.02,$0.15,$1.31
1,0,0,Metang,Undaunted,$0.10,$0.25,$1.37
2,0,0,Metang,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,0,0,Metang - [Reverse Holofoil],SWSH12: Silver Tempest,$0.02,$0.15,$2.35
1,0,0,Metang,SWSH12: Silver Tempest,$0.01,$0.06,$1.28
2,0,0,Metapod,SWSH08: Fusion Strike,$0.01,$0.10,$2.00
1,0,0,Melmetal V - [Holofoil],Pokemon GO,$0.21,$0.75,$5.95
1,0,0,Melmetal V (Full Art) - [Holofoil],Pokemon GO,$0.69,$1.25,$15.00
1,0,0,Memory Capsule - [Reverse Holofoil],SWSH04: Vivid Voltage,$0.04,$0.20,$999.99
3,0,0,Memory Capsule,SWSH04: Vivid Voltage,$0.01,$0.10,$1.29
1,0,0,Meowth - [1st Edition],Team Rocket,$0.25,$0.99,$5.00
3,0,0,Meditite,SWSH12: Silver Tempest,$0.01,$0.05,$1.28
5,0,0,Maushold,SV02: Paldea Evolved,$0.01,$0.08,$2.95
1,0,0,Maushold - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.15,$2.95
1,0,0,Medical Energy,SV04: Paradox Rift,$0.01,$0.11,$20.05
1,0,0,Medicham,Supreme Victors,$0.36,$0.81,$1.29
1,0,0,Maschiff - 135/198,SV01: Scarlet & Violet Base Set,$0.01,$0.06,$2.95
2,0,0,Marill,Team Rocket Returns,$0.11,$0.30,$8.99
3,0,0,Marill,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Marill - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.20,$2.00
1,0,0,Marshtomp - [Reverse Holofoil],SWSH08: Fusion Strike,$0.10,$0.21,$2.00
3,0,0,Mareep,XY - Steam Siege,$0.01,$0.11,$2.00
2,0,0,Mareep,SWSH07: Evolving Skies,$0.01,$0.10,$2.00
1,0,0,Mareep - [Reverse Holofoil],SWSH07: Evolving Skies,$0.03,$0.20,$2.00
1,0,0,Malamar - [Reverse Holofoil],SWSH06: Chilling Reign,$0.01,$0.16,$2.00
1,0,0,Malamar - XY58 - [Holofoil],XY Promos,$0.58,$1.22,$6.95
1,0,0,Manaphy,POP Series 9,$0.71,$1.63,$4.00
3,0,0,Mandibuzz,SWSH08: Fusion Strike,$0.01,$0.09,$1.30
3,0,0,Manectric,SWSH04: Vivid Voltage,$0.04,$0.15,$2.00
1,0,0,Manectric,SWSH11: Lost Origin,$0.01,$0.11,$25.00
1,0,0,Manectric (44),Arceus,$0.15,$0.27,$9.23
2,0,0,Mantine,SWSH08: Fusion Strike,$0.01,$0.06,$2.00
1,0,0,Maractus,SWSH08: Fusion Strike,$0.01,$0.10,$2.00
3,0,0,Maractus - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.51
2,0,0,Maractus (11),Black and White,$0.15,$0.25,$1.72
1,0,0,Magikarp,SV: Scarlet & Violet 151,$0.01,$0.08,$5.00
1,0,0,Magmar,Unleashed,$0.10,$0.30,$0.99
3,0,0,Magmar,SM - Ultra Prism,$0.02,$0.20,$1.37
1,0,0,Magnemite,Diamond and Pearl,$0.08,$0.24,$1.36
2,0,0,Magnemite,XY - Evolutions,$0.01,$0.10,$3.00
2,0,0,Magnemite,SV01: Scarlet & Violet Base Set,$0.01,$0.08,$2.95
1,0,0,Machoke,Triumphant,$0.20,$0.30,$1.00
1,0,0,Machop,XY - Evolutions,$0.01,$0.10,$3.00
1,0,0,Magby,Call of Legends,$0.15,$0.50,$1.63
3,0,0,Magcargo,SWSH08: Fusion Strike,$0.01,$0.10,$1.28
1,0,0,Lycanroc - [Reverse Holofoil],SWSH06: Chilling Reign,$0.10,$0.25,$2.00
1,0,0,Lycanroc - [Reverse Holofoil],Crown Zenith,$0.12,$0.25,$50.00
1,0,0,Lycanroc,Crown Zenith,$0.01,$0.10,$2.00
3,0,0,Mabosstiff - 063/091 - [Holofoil],SV: Paldean Fates,$0.01,$0.10,$1.51
1,0,0,Machamp - [Holofoil],Champion's Path,$0.05,$0.22,$2.00
1,0,0,Lucky Egg,Arceus,$0.09,$0.26,$1.99
3,0,0,Lumineon,SWSH11: Lost Origin,$0.01,$0.06,$999.00
2,0,0,Lunatone,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.41
1,0,0,Luvdisc,XY - Flashfire,$0.06,$0.25,$1.98
5,0,0,Luvdisc,SWSH11: Lost Origin,$0.01,$0.05,$1.50
1,0,0,Luxio,POP Series 8,$2.50,$3.99,$5.99
1,0,0,Luxio,XY - Flashfire,$0.06,$0.19,$1.90
1,0,0,Luxray V - [Holofoil],SWSH10: Astral Radiance,$0.44,$1.00,$5.00
1,0,0,Lucario - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.15,$0.32,$5.24
1,0,0,Lucario V - SWSH213 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.50,$1.00,$9.95
2,0,0,Lucario VSTAR - SWSH291 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.30,$1.00,$20.00
7,0,0,Lotad,SWSH07: Evolving Skies,$0.01,$0.08,$2.99
1,0,0,Litten,SM Base Set,$0.01,$0.11,$2.00
2,0,0,Litwick,SWSH11: Lost Origin,$0.01,$0.05,$2.00
1,0,0,Lileep,Legends Awakened,$0.25,$0.57,$19.59
2,0,0,Lillipup,SM Base Set,$0.01,$0.10,$2.00
1,0,0,Lillipup (81),Black and White,$0.03,$0.20,$16.40
2,0,0,Lickitung,SWSH11: Lost Origin,$0.01,$0.09,$999.00
1,0,0,Life Herb,Platinum,$0.04,$0.25,$1.34
2,0,0,Lechonk - 154/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
1,0,0,Lechonk - 154/198 - [Reverse Holofoil],SV01: Scarlet & Violet Base Set,$0.05,$0.17,$2.95
1,0,0,Lechonk - 155/198,SV01: Scarlet & Violet Base Set,$0.01,$0.07,$2.95
3,0,0,Ledyba,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
6,0,0,Larvitar,SV02: Paldea Evolved,$0.01,$0.05,$2.95
1,0,0,Larvitar - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.12,$2.95
1,0,0,Larvitar (41),XY - Fates Collide,$0.01,$0.13,$1.29
1,0,0,Lairon,Triumphant,$0.19,$0.26,$8.99
4,0,0,Lairon,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
3,0,0,Lapras,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Kyogre - [Holofoil],Celebrations,$0.01,$0.22,$5.00
1,0,0,Kyogre - [Holofoil],Crown Zenith,$0.20,$0.49,$50.00
3,0,0,Kricketune,SWSH10: Astral Radiance,$0.01,$0.10,$2.00
1,0,0,Krokorok - [Reverse Holofoil],Emerging Powers,$0.25,$0.46,$2.00
1,0,0,Krokorok,Emerging Powers,$0.11,$0.25,$1.44
1,0,0,Krokorok,SWSH12: Silver Tempest,$0.01,$0.07,$1.28
2,0,0,Krokorok,Crown Zenith,$0.01,$0.05,$5.00
1,0,0,Koffing,Rising Rivals,$0.09,$0.24,$1.41
2,0,0,Koffing,Hidden Fates,$0.01,$0.10,$1.28
1,0,0,Koga's Grimer - [Unlimited],Gym Challenge,$0.23,$0.44,$2.00
1,0,0,Koga's Weezing - [Unlimited],Gym Challenge,$0.50,$1.02,$4.49
1,0,0,Koraidon (Gamestop Promo) - [Reverse Holofoil],Miscellaneous Cards & Products,$3.90,$4.99,$9.00
1,0,0,Koraidon ex - 029 - [Holofoil],SV: Scarlet & Violet Promo Cards,$0.10,$0.50,$10.00
1,0,0,Kingler,SWSH01: Sword & Shield Base Set,$0.02,$0.15,$1.29
1,0,0,Kirlia,Secret Wonders,$0.45,$0.96,$4.50
2,0,0,Kirlia,SWSH10: Astral Radiance,$0.01,$0.07,$999.00
4,0,0,Kirlia,McDonald's Promos 2023,$0.03,$0.21,$1.50
1,0,0,Klang,Black and White,$0.24,$0.30,$1.51
1,0,0,Klang,SWSH09: Brilliant Stars,$0.01,$0.06,$1.05
1,0,0,Kleavor VSTAR - SWSH249 - [Holofoil],SWSH: Sword & Shield Promo Cards,$0.40,$0.99,$29.99
3,0,0,Klefki,SWSH08: Fusion Strike,$0.01,$0.05,$1.28
2,0,0,Klefki - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.12,$2.00
1,0,0,Klefki - [Holofoil],SV01: Scarlet & Violet Base Set,$0.01,$0.25,$2.99
2,0,0,Karrablast,SWSH09: Brilliant Stars,$0.01,$0.05,$1.50
1,0,0,Karrablast - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.03,$0.14,$2.00
2,0,0,Kangaskhan,Dragon Majesty,$0.05,$0.16,$1.32
1,0,0,Justified Gloves,SWSH06: Chilling Reign,$0.01,$0.12,$1.41
4,0,0,Jumpluff - [Holofoil],SV02: Paldea Evolved,$0.02,$0.13,$3.00
1,0,0,Jumpluff - [Reverse Holofoil],SV02: Paldea Evolved,$0.04,$0.17,$2.95
2,0,0,Jigglypuff,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,0,0,Jirachi,SV04: Paradox Rift,$0.01,$0.20,$5.00
1,0,0,Jolteon - [Holofoil],SV: Scarlet & Violet 151,$0.05,$0.20,$5.00
3,0,0,Joltik,XY - Steam Siege,$0.01,$0.15,$2.00
4,0,0,Joltik,SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.50
1,0,0,Joltik (45) - [Reverse Holofoil],Black and White,$0.24,$0.47,$2.27
2,0,0,Joltik (45),Black and White,$0.05,$0.25,$1.32
2,0,0,Iron Treads ex - [Holofoil],SV: Paldean Fates,$0.10,$0.50,$5.00
1,0,0,Iono - 185/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.10,$0.60,$7.99
1,0,0,Iono - 185/193,SV02: Paldea Evolved,$0.01,$0.32,$5.00
1,0,0,Inkay (077),SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Inkay (077) - [Reverse Holofoil],SWSH11: Lost Origin,$0.01,$0.12,$2.00
3,0,0,Inkay (121),SWSH11: Lost Origin,$0.01,$0.07,$999.00
1,0,0,Incineroar,SWSH12: Silver Tempest,$0.02,$0.12,$2.00
1,0,0,Indeedee,SWSH08: Fusion Strike,$0.01,$0.06,$1.95
2,0,0,Impidimp,SWSH08: Fusion Strike,$0.01,$0.08,$1.28
2,0,0,Illumise,Triumphant,$0.10,$0.25,$8.99
1,0,0,Impact Energy,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,0,0,Hyper Potion,SWSH01: Sword & Shield Base Set,$0.03,$0.15,$1.15
1,0,0,Hypno,SWSH12: Silver Tempest,$0.01,$0.07,$1.33
3,0,0,Horsea - [Unlimited],Fossil,$0.04,$0.25,$2.40
3,0,0,Horsea - [Unlimited],Neo Genesis,$0.17,$0.33,$2.00
1,0,0,Horsea,Legends Awakened,$0.24,$0.30,$1.51
1,0,0,Horsea,SWSH05: Battle Styles,$0.01,$0.10,$1.50
2,0,0,Horsea,SWSH11: Lost Origin,$0.01,$0.05,$999.00
1,0,0,Houndour - 033/198,SV01: Scarlet & Violet Base Set,$0.01,$0.05,$2.95
2,0,0,Honedge,SWSH05: Battle Styles,$0.01,$0.10,$1.50
1,0,0,Ho-oh ex - [Holofoil],Trading Card Game Classic,$0.25,$0.64,$17.50
1,0,0,Ho-Oh V (Full Art) - [Holofoil],SWSH12: Silver Tempest,$2.41,$4.00,$15.95
1,0,0,Hippowdon,SWSH03: Darkness Ablaze,$0.07,$0.17,$2.00
1,0,0,Hisuian Basculin,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Hisuian Braviary,SWSH12: Silver Tempest,$0.02,$0.15,$2.00
2,0,0,Hisuian Goodra V - [Holofoil],SWSH11: Lost Origin,$0.10,$0.65,$6.99
1,0,0,Hisuian Sneasel,SWSH10: Astral Radiance,$0.01,$0.06,$2.00
1,0,0,Hisuian Sneasel - [Reverse Holofoil],SWSH10: Astral Radiance,$0.01,$0.15,$2.00
4,0,0,Hisuian Voltorb,SWSH10: Astral Radiance,$0.01,$0.06,$999.00
1,0,0,Hisuian Voltorb - [Reverse Holofoil],SWSH10: Astral Radiance,$0.20,$0.25,$2.00
2,0,0,Hitmonlee,Call of Legends,$0.04,$0.25,$3.25
2,0,0,Hitmonlee,SWSH01: Sword & Shield Base Set,$0.05,$0.15,$1.32
4,0,0,Herdier,SWSH07: Evolving Skies,$0.01,$0.08,$1.05
1,0,0,Herdier,SV03: Obsidian Flames,$0.01,$0.08,$2.95
6,0,0,Helioptile,Crown Zenith,$0.01,$0.05,$5.00
2,0,0,Hatenna,SWSH02: Rebel Clash,$0.01,$0.10,$1.41
1,0,0,Hatterene - [Reverse Holofoil],Champion's Path,$0.04,$0.25,$6.58
1,0,0,Hatterene VMAX - [Holofoil],Crown Zenith,$0.48,$1.25,$10.00
1,0,0,Hau,SM Base Set,$0.01,$0.10,$1.28
1,0,0,Haunter,Triumphant,$0.99,$1.31,$5.49
2,0,0,Hawlucha,SWSH08: Fusion Strike,$0.01,$0.08,$1.28
6,0,0,Hawlucha,SWSH12: Silver Tempest,$0.01,$0.05,$4.00
2,0,0,Hariyama,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
3,0,0,Hariyama - [Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Hariyama - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.15,$2.95
2,0,0,Gyarados - [Reverse Holofoil],SV02: Paldea Evolved,$0.02,$0.20,$2.95
1,0,0,Gyarados - [Holofoil],SV02: Paldea Evolved,$0.01,$0.16,$4.94
1,0,0,Gyarados ex - 225/198 - [Holofoil],SV01: Scarlet & Violet Base Set,$1.17,$4.25,$22.98
3,0,0,Gym Trainer,SWSH12: Silver Tempest,$0.01,$0.08,$1.28
2,0,0,Hakamo-o,SM - Crimson Invasion,$0.01,$0.15,$1.37
1,0,0,Gulpin (66),Arceus,$0.03,$0.25,$10.23
1,0,0,Grimmsnarl,SWSH09: Brilliant Stars,$0.01,$0.10,$2.00
1,0,0,Grookey,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
1,0,0,Grookey - [Reverse Holofoil],SWSH06: Chilling Reign,$0.04,$0.15,$2.00
1,0,0,Grookey (011),SWSH01: Sword & Shield Base Set,$0.01,$0.10,$1.00
1,0,0,Groudon - [Holofoil],Call of Legends,$2.87,$7.00,$15.18
3,0,0,Growlithe,SWSH08: Fusion Strike,$0.01,$0.06,$1.28
5,0,0,Grubbin,SWSH08: Fusion Strike,$0.01,$0.06,$2.00
1,0,0,Grubbin - [Reverse Holofoil],SWSH08: Fusion Strike,$0.01,$0.14,$2.00
3,0,0,Gothita,SV02: Paldea Evolved,$0.01,$0.06,$5.00
1,0,0,Gothita - [Reverse Holofoil],SV02: Paldea Evolved,$0.01,$0.10,$2.95
1,0,0,Gothorita (46),Emerging Powers,$0.14,$0.29,$8.99
1,0,0,Grant,SWSH10: Astral Radiance,$0.01,$0.10,$1.28
1,0,0,Grapploct,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Grapploct - [Reverse Holofoil],SV: Paldean Fates,$0.01,$0.15,$1.35
2,0,0,Graveler,SWSH08: Fusion Strike,$0.01,$0.10,$1.29
1,0,0,Graveler,SV: Scarlet & Violet 151,$0.01,$0.08,$4.00
3,0,0,Gossifleur,SWSH08: Fusion Strike,$0.01,$0.08,$1.28
2,0,0,Gloom,SV: Scarlet & Violet 151,$0.01,$0.09,$4.00
2,0,0,Gloria,SWSH09: Brilliant Stars,$0.01,$0.10,$1.95
2,0,0,Gloria - [Reverse Holofoil],SWSH09: Brilliant Stars,$0.04,$0.16,$2.95
1,0,0,Glameow,Great Encounters,$0.07,$0.24,$1.50
3,0,0,Glameow,SWSH05: Battle Styles,$0.01,$0.10,$1.00
1,0,0,Glastrier - 051/196 (Holiday Calendar) - [Holofoil],Miscellaneous Cards & Products,$0.05,$0.31,$1.99
1,0,0,Glimmet - 125/193 - [Reverse Holofoil],SV02: Paldea Evolved,$0.05,$0.15,$2.95
4,0,0,Glimmet - 125/193,SV02: Paldea Evolved,$0.01,$0.06,$2.95
1,0,0,Gimmighoul - 088/182,SV04: Paradox Rift,$0.01,$0.10,$2.95
2,0,0,Cara Liss,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
3,0,0,Carbink,SWSH11: Lost Origin,$0.01,$0.06,$999.00
1,0,0,Candice (Full Art) - [Holofoil],SWSH12: Silver Tempest,$3.75,$5.98,$25.00
1,0,0,Buizel,Diamond and Pearl,$0.09,$0.23,$25.00
4,0,0,Buizel,SWSH09: Brilliant Stars,$0.01,$0.05,$1.50
1,0,0,Bulbasaur - SWSH231 - [Holofoil],SWSH: Sword & Shield Promo Cards,$1.20,$2.25,$5.73
4,0,0,Buneary,SWSH08: Fusion Strike,$0.01,$0.05,$1.28
3,0,0,Buneary,SWSH12: Silver Tempest,$0.01,$0.05,$1.50
1,0,0,Bronzong,SWSH02: Rebel Clash,$0.01,$0.10,$1.00
2,0,0,Brock's Grit,Hidden Fates,$0.01,$0.10,$1.28
