Have,Name,Game,Set,Low,Mid,High
2,Latios Spirit Link,Pokemon,XY - Roaring Skies,$0.02,$0.20,$2.00
1,Raidraptor - Revolution Falcon - [1st Edition],YuGiOh,Crossed Souls,$0.14,$0.31,$2.00
1,Sableye,Pokemon,XY - Ancient Origins,$0.05,$0.25,$1.08
1,Sableye - [Reverse Holofoil],Pokemon,XY - Ancient Origins,$0.14,$0.49,$2.61
1,Meowth,Pokemon,XY - Ancient Origins,$0.01,$0.20,$2.89
1,Starmie,Pokemon,XY - BREAKthrough,$0.03,$0.24,$2.11
1,Piplup,Pokemon,XY - BREAKthrough,$0.05,$0.25,$3.39
2,Assault Vest,Pokemon,XY - BREAKthrough,$0.02,$0.25,$1.00
2,Professor's Letter,Pokemon,XY - BREAKthrough,$0.07,$0.33,$4.99
1,Gamma The Magnet Warrior - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.16,$0.26,$1.00
2,Big Shield Gardna - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.08,$0.21,$1.10
2,Kuriboh (B) - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.09,$0.25,$0.99
2,Dark Magic Curtain - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.10,$0.25,$1.03
2,Thousand Knives - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.01,$0.41,$1.03
2,Magic Formula - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.03,$0.25,$1.00
1,Magical Dimension - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.07,$0.25,$1.43
1,Diffusion Wave-Motion - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.03,$0.20,$0.99
1,Double Spell - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.10,$0.25,$0.79
1,Ectoplasmer - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.03,$0.21,$0.99
1,Soul Taker - [Unlimited],YuGiOh,King of Games: Yugi's Legendary Decks,$0.10,$0.26,$1.00
1,Fennekin - 3/12 - [Holofoil],Pokemon,McDonald's Promos 2014,$1.84,$3.89,$7.50
1,Froakie - 4/12 - [Holofoil],Pokemon,McDonald's Promos 2014,$5.29,$6.42,$13.76
1,Honedge - 7/12 - [Holofoil],Pokemon,McDonald's Promos 2014,$3.98,$5.30,$10.12
1,Lotad - 2/12 - [Holofoil],Pokemon,McDonald's Promos 2015,$2.11,$5.00,$9.99
2,Pikachu - 6/12 - [Holofoil],Pokemon,McDonald's Promos 2015,$6.89,$23.00,$45.99
1,Mudkip - 5/12 - [Holofoil],Pokemon,McDonald's Promos 2015,$4.14,$8.00,$9.03
1,Staryu - 4/12 - [Holofoil],Pokemon,McDonald's Promos 2015,$3.45,$4.51,$25.00
1,Steel Cavalry of Dinon (BOSH-ENSP1) - [Limited],YuGiOh,Breakers of Shadow,$0.10,$0.27,$2.00
1,Performapal Rain Goat - [1st Edition],YuGiOh,Breakers of Shadow,$0.04,$0.25,$1.00
1,Rattata,Pokemon,XY - BREAKpoint,$0.01,$0.19,$2.10
1,Gyarados Spirit Link,Pokemon,XY - BREAKpoint,$0.02,$0.25,$1.42
1,Potion,Pokemon,XY - BREAKpoint,$0.01,$0.20,$1.12
2,Scizor Spirit Link,Pokemon,XY - BREAKpoint,$0.03,$0.25,$1.12
2,Tierno,Pokemon,XY - BREAKpoint,$0.01,$0.19,$1.00
1,Evosoda,Pokemon,Generations,$0.78,$1.25,$19.99
1,Poke Ball,Pokemon,Generations,$0.01,$0.25,$1.00
1,Junk Changer - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.10,$0.49,$4.98
1,Junkuriboh - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.25,$0.82,$9.00
1,Magical King Moonstar - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.19,$0.73,$11.00
1,Number 38: Hope Harbinger Dragon Titanic Galaxy - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$6.70,$8.88,$24.99
1,Tsukumo Slash - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.09,$0.30,$4.98
1,King's Consonance - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.20,$0.50,$4.98
1,"Beatrice, Lady of the Eternal - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$1.76,$3.22,$20.00
1,Kozmotown - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.23,$0.63,$4.98
1,Treacherous Trap Hole - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.31,$0.75,$7.00
1,Deep Dark Trap Hole - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.32,$0.71,$4.98
1,Void Trap Hole - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.29,$0.99,$28.99
1,Time-Space Trap Hole - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.98,$2.00,$10.00
1,"Vector Pendulum, the Dracoverlord - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.20,$0.69,$3.00
1,"Scarm, Malebranche of the Burning Abyss - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.80,$1.39,$10.00
1,"Cagna, Malebranche of the Burning Abyss - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.15,$0.38,$1.99
1,"Draghig, Malebranche of the Burning Abyss - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.11,$0.50,$3.00
1,"Barbar, Malebranche of the Burning Abyss - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.24,$0.50,$5.00
1,"Virgil, Rock Star of the Burning Abyss - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.14,$0.44,$5.00
1,Number 11: Big Eye - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$5.95,$8.99,$25.00
1,Constellar Pleiades - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.61,$1.25,$3.01
1,Bahamut Shark - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.78,$1.95,$20.99
1,Lightning Chidori - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$2.75,$4.25,$9.95
1,"Majester Paladin, the Ascending Dracoslayer - [1st Edition]",YuGiOh,Premium Gold: Infinite Gold,$0.09,$0.36,$3.01
1,Mask Change - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.50,$1.00,$5.54
1,Shared Ride - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.34,$1.15,$7.90
1,Mistaken Arrest - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.32,$0.85,"$1,000.32"
2,Mistake - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.15,$0.75,$5.00
1,Fire Lake of the Burning Abyss - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.17,$0.75,$2.99
1,Blazing Mirror Force - [1st Edition],YuGiOh,Premium Gold: Infinite Gold,$0.25,$0.86,$5.00
1,Shuckle,Pokemon,XY - Fates Collide,$0.04,$0.24,$2.14
1,Larvitar (41),Pokemon,XY - Fates Collide,$0.02,$0.15,$1.11
1,Minccino (87),Pokemon,XY - Fates Collide,$0.01,$0.15,$2.00
1,Shauna,Pokemon,XY - Fates Collide,$0.01,$0.17,$1.13
1,Ultra Ball,Pokemon,XY - Fates Collide,$0.05,$0.25,$1.34
2,Hoppip,Pokemon,XY - Steam Siege,$0.02,$0.15,$2.00
1,Foongus,Pokemon,XY - Steam Siege,$0.02,$0.15,$5.00
1,Chimchar,Pokemon,XY - Steam Siege,$0.03,$0.16,$2.00
1,Bergmite,Pokemon,XY - Steam Siege,$0.01,$0.15,$1.25
3,Mareep,Pokemon,XY - Steam Siege,$0.01,$0.16,$5.00
2,Flaaffy,Pokemon,XY - Steam Siege,$0.04,$0.20,$5.00
2,Ampharos,Pokemon,XY - Steam Siege,$0.00,$0.00,$0.00
3,Joltik,Pokemon,XY - Steam Siege,$0.01,$0.15,$2.00
1,Galvantula,Pokemon,XY - Steam Siege,$0.04,$0.30,$3.00
3,Drifloon,Pokemon,XY - Steam Siege,$0.03,$0.16,$5.00
2,Drifblim,Pokemon,XY - Steam Siege,$0.04,$0.15,$5.00
3,Litwick,Pokemon,XY - Steam Siege,$0.01,$0.15,$5.00
2,Lampent,Pokemon,XY - Steam Siege,$0.04,$0.20,$2.00
1,Hoopa,Pokemon,XY - Steam Siege,$0.20,$0.40,$4.00
1,Hoopa - [Holofoil],Pokemon,XY - Steam Siege,$0.00,$0.00,$0.00
4,Aipom,Pokemon,XY - Steam Siege,$0.03,$0.15,$5.00
2,Ambipom,Pokemon,XY - Steam Siege,$0.03,$0.19,$2.00
5,Hawlucha,Pokemon,XY - Steam Siege,$0.03,$0.22,$5.00
2,Ninja Boy,Pokemon,XY - Steam Siege,$0.04,$0.20,$5.00
1,Steelix Spirit Link,Pokemon,XY - Steam Siege,$0.01,$0.20,$1.02
1,Machamp - 8/102 - [1st Edition Holofoil],Pokemon,Deck Exclusives,$5.00,$11.06,$70.00
1,Silent Doom - [1st Edition],YuGiOh,Legendary Decks II,$0.08,$0.25,$5.12
1,Dark Burning Attack - [Limited],YuGiOh,Legendary Decks II,$0.40,$0.75,$7.00
1,Caterpie,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Metapod,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Tangela,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Vulpix,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Ponyta,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Magmar,Pokemon,XY - Evolutions,$0.02,$0.16,$5.00
2,Magnemite,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Haunter,Pokemon,XY - Evolutions,$0.04,$0.20,$5.00
2,Koffing,Pokemon,XY - Evolutions,$0.02,$0.15,$5.00
1,Sandshrew,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Machop,Pokemon,XY - Evolutions,$0.01,$0.12,$5.00
1,Raticate,Pokemon,XY - Evolutions,$0.05,$0.23,$5.00
2,Doduo,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Charizard Spirit Link,Pokemon,XY - Evolutions,$0.01,$0.20,$5.00
1,Devolution Spray,Pokemon,XY - Evolutions,$0.01,$0.15,$1.25
1,Pidgeot Spirit Link,Pokemon,XY - Evolutions,$0.01,$0.15,$5.00
1,Performapal Flip Hippo - [Unlimited],YuGiOh,Invasion: Vengeance,$0.05,$0.25,$1.06
1,Predaplant Moray Nepenthes - [Unlimited],YuGiOh,Invasion: Vengeance,$0.05,$0.25,$0.99
1,Raremetalfoes Bismugear - [Unlimited],YuGiOh,Invasion: Vengeance,$0.05,$0.25,$1.00
1,Pandora's Jewelry Box - [Unlimited],YuGiOh,Invasion: Vengeance,$0.06,$0.25,$0.99
2,Double Cipher - [Unlimited],YuGiOh,Invasion: Vengeance,$0.05,$0.23,"$1,000.00"
1,Popplio - SM03 - [Holofoil],Pokemon,SM Promos,$0.40,$0.94,$19.99
1,Litten - SM02 - [Holofoil],Pokemon,SM Promos,$0.31,$0.99,$6.99
2,Bounsweet,Pokemon,SM Base Set,$0.01,$0.15,$1.10
1,Litten,Pokemon,SM Base Set,$0.01,$0.15,$5.00
2,Psyduck,Pokemon,SM Base Set,$0.02,$0.15,$19.99
1,Corsola,Pokemon,SM Base Set,$0.02,$0.15,$2.00
1,Wingull,Pokemon,SM Base Set,$0.01,$0.11,$5.00
1,Alolan Grimer,Pokemon,SM Base Set,$0.02,$0.15,$5.00
1,Drowzee,Pokemon,SM Base Set,$0.01,$0.12,$5.00
1,Cosmog - [Reverse Holofoil],Pokemon,SM Base Set,$0.09,$0.25,$2.31
1,Sandygast,Pokemon,SM Base Set,$0.01,$0.10,$5.00
1,Krokorok,Pokemon,SM Base Set,$0.01,$0.12,$1.12
1,Cutiefly,Pokemon,SM Base Set,$0.01,$0.11,$5.00
1,Dratini,Pokemon,SM Base Set,$0.02,$0.20,$2.00
1,Eevee - [Holofoil],Pokemon,SM Base Set,$0.00,$0.00,$0.00
2,Lillipup,Pokemon,SM Base Set,$0.01,$0.15,$2.00
1,Herdier,Pokemon,SM Base Set,$0.01,$0.15,$5.00
1,Trumbeak,Pokemon,SM Base Set,$0.02,$0.15,$8.00
1,Stufful,Pokemon,SM Base Set,$0.01,$0.15,$5.00
1,Great Ball,Pokemon,SM Base Set,$0.01,$0.20,$5.00
1,Hau,Pokemon,SM Base Set,$0.01,$0.15,$5.00
1,Poison Barb,Pokemon,SM Base Set,$0.03,$0.20,$1.25
1,Pokemon Catcher,Pokemon,SM Base Set,$0.01,$0.20,$19.99
1,Potion,Pokemon,SM Base Set,$0.01,$0.14,$2.00
1,Shinobird Crane - [1st Edition],YuGiOh,Raging Tempest,$0.03,$0.25,$1.08
1,Shinobird Salvation - [1st Edition],YuGiOh,Raging Tempest,$0.05,$0.25,$5.12
1,Symphonic Warrior Guitaar - [1st Edition],YuGiOh,Raging Tempest,$0.29,$0.60,$4.99
1,Predaplant Flytrap - [Unlimited],YuGiOh,Fusion Enforcers,$0.10,$0.25,$1.05
1,Fluffal Dog - [Unlimited],YuGiOh,Fusion Enforcers,$0.95,$1.28,$3.59
1,Aleister the Invoker - [Unlimited],YuGiOh,Fusion Enforcers,$2.00,$2.51,$11.99
1,Invoked Elysium - [Unlimited],YuGiOh,Fusion Enforcers,$0.40,$0.76,$2.60
1,Elemental HERO Prisma - [Unlimited],YuGiOh,Fusion Enforcers,$4.50,$8.62,$15.12
2,Bellsprout,Pokemon,SM - Guardians Rising,$0.02,$0.18,$5.00
1,Weepinbell,Pokemon,SM - Guardians Rising,$0.03,$0.20,$5.00
1,Phantump,Pokemon,SM - Guardians Rising,$0.02,$0.19,$5.00
1,Carvanha,Pokemon,SM - Guardians Rising,$0.01,$0.15,$5.00
1,Vanillite,Pokemon,SM - Guardians Rising,$0.02,$0.17,$5.00
1,Alolan Geodude,Pokemon,SM - Guardians Rising,$0.01,$0.20,$5.00
1,Nosepass,Pokemon,SM - Guardians Rising,$0.04,$0.20,$5.00
1,Sliggoo,Pokemon,SM - Guardians Rising,$0.05,$0.20,$1.20
2,Taillow,Pokemon,SM - Guardians Rising,$0.02,$0.15,$5.00
1,Castform,Pokemon,SM - Guardians Rising,$0.01,$0.16,$5.00
1,Watchog,Pokemon,SM - Guardians Rising,$0.03,$0.24,$5.00
1,Zefra War - [1st Edition],YuGiOh,Maximum Crisis,$0.08,$0.25,$1.10
1,Performapal Odd-Eyes Minitaurus - [1st Edition],YuGiOh,Battles of Legend: Light's Revenge,$0.10,$0.25,$5.00
1,Gladiator Beast Noxious - [1st Edition],YuGiOh,Battles of Legend: Light's Revenge,$0.32,$0.77,$19.99
1,Judgment Dragon - [1st Edition],YuGiOh,Battles of Legend: Light's Revenge,$0.97,$3.25,$29.98
1,Cactus Bouncer - [1st Edition],YuGiOh,Battles of Legend: Light's Revenge,$0.25,$0.66,$5.00
1,Infernoid Devyaty - [1st Edition],YuGiOh,Battles of Legend: Light's Revenge,$0.07,$0.35,$10.00
1,Simisage,Pokemon,SM - Burning Shadows,$0.01,$0.19,$1.00
2,Charmander - [Holofoil],Pokemon,SM - Burning Shadows,$0.00,$0.00,$0.00
4,Alolan Vulpix,Pokemon,SM - Burning Shadows,$0.01,$0.20,$5.00
1,Horsea,Pokemon,SM - Burning Shadows,$0.01,$0.15,$1.10
1,Panpour,Pokemon,SM - Burning Shadows,$0.01,$0.15,$5.00
1,Rhyhorn,Pokemon,SM - Burning Shadows,$0.01,$0.11,$5.00
1,Mudsdale,Pokemon,SM - Burning Shadows,$0.09,$0.25,$5.00
2,Ralts,Pokemon,SM - Burning Shadows,$0.04,$0.20,$5.00
1,Cutiefly,Pokemon,SM - Burning Shadows,$0.01,$0.11,$1.62
1,Porygon-Z - [Holofoil],Pokemon,SM - Burning Shadows,$0.10,$0.37,$1.81
1,F.A. Hang On Mach - [Unlimited],YuGiOh,Code of the Duelist,$0.05,$0.25,$2.06
1,Gogogo Aristera & Dexia - [Unlimited],YuGiOh,Code of the Duelist,$0.04,$0.25,$4.08
1,Sprite's Blessing - [1st Edition],YuGiOh,2017 Mega-Tins Mega Pack,$0.03,$0.25,$5.17
1,Bulbasaur,Pokemon,Shining Legends,$0.05,$0.43,$999.99
1,Odd-Eyes Fusion - [1st Edition],YuGiOh,Legendary Dragon Decks,$0.16,$0.49,$5.00
1,Altergeist Kunquery - [1st Edition],YuGiOh,Circuit Break,$0.04,$0.25,$1.29
1,The Accumulator - [1st Edition],YuGiOh,Circuit Break,$0.04,$0.22,$4.08
2,Gastly,Pokemon,SM - Crimson Invasion,$0.03,$0.19,$1.13
1,Zweilous,Pokemon,SM - Crimson Invasion,$0.04,$0.15,$3.49
1,Aron,Pokemon,SM - Crimson Invasion,$0.01,$0.14,$1.12
2,Hakamo-o,Pokemon,SM - Crimson Invasion,$0.01,$0.19,$2.59
2,Diggersby,Pokemon,SM - Crimson Invasion,$0.01,$0.15,$1.75
1,Lusamine,Pokemon,SM - Crimson Invasion,$0.13,$0.26,$3.01
1,Alolan Diglett - 9/12 - [Holofoil],Pokemon,McDonald's Promos 2017,$2.11,$3.37,$4.92
1,Cutiefly - 10/12 - [Holofoil],Pokemon,McDonald's Promos 2017,$1.69,$3.67,$4.00
3,Magmar,Pokemon,SM - Ultra Prism,$0.04,$0.20,$1.18
1,Salandit,Pokemon,SM - Ultra Prism,$0.05,$0.21,$2.85
2,Electabuzz,Pokemon,SM - Ultra Prism,$0.03,$0.19,$5.00
1,Shinx (46),Pokemon,SM - Ultra Prism,$0.06,$0.23,$1.15
3,Lickitung,Pokemon,SM - Ultra Prism,$0.03,$0.20,$5.00
1,Rainbow Dragon - [1st Edition],YuGiOh,Legendary Duelists: Ancient Millennium,$0.19,$0.57,$3.95
1,Espurr,Pokemon,SM - Forbidden Light,$0.05,$0.24,$2.42
1,Cubone - [Holofoil],Pokemon,SM - Forbidden Light,$0.00,$0.00,$0.00
1,Cubone,Pokemon,SM - Forbidden Light,$0.05,$0.25,$1.21
1,Pancham,Pokemon,SM - Forbidden Light,$0.04,$0.25,$2.44
1,Rockruff,Pokemon,SM - Forbidden Light,$0.04,$0.25,$2.76
1,Dedenne,Pokemon,SM - Forbidden Light,$0.19,$0.35,$5.00
1,Defrag Dragon - [Unlimited],YuGiOh,Flames of Destruction,$0.05,$0.22,$1.06
1,Gergonne's End - [1st Edition],YuGiOh,Flames of Destruction,$0.04,$0.25,$5.11
1,Gouki Tagpartner - [1st Edition],YuGiOh,Cybernetic Horizon,$0.03,$0.24,"$1,000.00"
1,Shield Handler - [1st Edition],YuGiOh,Cybernetic Horizon,$0.03,$0.25,"$1,000.00"
1,Dragunity Legion - [1st Edition],YuGiOh,Cybernetic Horizon,$0.01,$0.25,$10.08
1,Bellsprout,Pokemon,SM - Celestial Storm,$0.05,$0.25,$2.00
1,Clamperl,Pokemon,SM - Celestial Storm,$0.05,$0.25,$2.00
1,Luvdisc,Pokemon,SM - Celestial Storm,$0.10,$0.25,$2.00
1,Elemental HERO Nebula Neos - [Limited],YuGiOh,2018 Mega-Tins,$0.25,$0.58,$10.00
1,Stardust Assault Warrior - [Limited],YuGiOh,2018 Mega-Tins,$0.07,$0.30,$25.00
1,Junk Connector - [Limited],YuGiOh,2018 Mega-Tins,$0.08,$0.29,$25.00
1,Horsea (15),Pokemon,Dragon Majesty,$0.04,$0.20,$1.11
1,Feebas,Pokemon,Dragon Majesty,$0.05,$0.31,$1.18
1,Trapinch,Pokemon,Dragon Majesty,$0.04,$0.20,$1.15
1,Flygon,Pokemon,Dragon Majesty,$0.09,$0.29,$1.00
1,Bagon,Pokemon,Dragon Majesty,$0.07,$0.25,$2.54
1,Hakamo-o,Pokemon,Dragon Majesty,$0.12,$0.25,$2.06
2,Kangaskhan,Pokemon,Dragon Majesty,$0.05,$0.25,$1.14
1,Duck Dummy - [1st Edition],YuGiOh,2018 Mega-Tins Mega Pack,$0.05,$0.25,$5.14
1,Amazoness Empress - [1st Edition],YuGiOh,2018 Mega-Tins Mega Pack,$0.43,$0.69,$1.52
1,Yoko-Zuna Sumo Spirit - [1st Edition],YuGiOh,2018 Mega-Tins Mega Pack,$0.05,$0.25,"$1,000.00"
1,Chikorita (5),Pokemon,SM - Lost Thunder,$0.10,$0.25,$5.00
1,Beautifly,Pokemon,SM - Lost Thunder,$0.15,$0.35,$1.99
1,Vespiquen,Pokemon,SM - Lost Thunder,$0.10,$0.27,$1.66
1,Alolan Vulpix,Pokemon,SM - Lost Thunder,$0.15,$0.25,$5.00
2,Slowpoke,Pokemon,SM - Lost Thunder,$0.05,$0.25,$5.00
3,Popplio (65),Pokemon,SM - Lost Thunder,$0.05,$0.23,$5.00
3,Electabuzz,Pokemon,SM - Lost Thunder,$0.10,$0.25,$1.14
2,Blitzle,Pokemon,SM - Lost Thunder,$0.04,$0.24,$5.00
4,Stunfisk,Pokemon,SM - Lost Thunder,$0.05,$0.20,$5.00
2,Dedenne (84),Pokemon,SM - Lost Thunder,$0.04,$0.21,$1.11
2,Lampent,Pokemon,SM - Lost Thunder,$0.09,$0.25,$1.20
1,Mareanie (105),Pokemon,SM - Lost Thunder,$0.04,$0.20,$5.00
3,Onix,Pokemon,SM - Lost Thunder,$0.05,$0.25,$5.00
2,Sudowoodo,Pokemon,SM - Lost Thunder,$0.04,$0.25,$1.21
1,Larvitar (115),Pokemon,SM - Lost Thunder,$0.04,$0.21,$5.00
4,Carbink (117),Pokemon,SM - Lost Thunder,$0.05,$0.22,$15.00
1,Durant,Pokemon,SM - Lost Thunder,$0.04,$0.20,$5.00
1,Stantler,Pokemon,SM - Lost Thunder,$0.08,$0.25,$1.19
1,Pikipek (164),Pokemon,SM - Lost Thunder,$0.05,$0.20,$1.23
1,Nordic Relic Gungnir - [1st Edition],YuGiOh,Legendary Hero Decks,$0.03,$0.25,$1.22
1,Rescue Ferret - [1st Edition],YuGiOh,Legendary Hero Decks,$0.10,$0.25,$22.00
1,The Phantom Knights' Rank-Up-Magic Launch - [1st Edition],YuGiOh,Legendary Hero Decks,$0.10,$0.25,$10.20
1,Psyduck,Pokemon,SM - Team Up,$0.05,$0.23,$1.17
1,Staryu,Pokemon,SM - Team Up,$0.04,$0.20,$1.14
2,Alolan Geodude (34),Pokemon,SM - Team Up,$0.04,$0.20,$1.13
2,Alolan Graveler,Pokemon,SM - Team Up,$0.05,$0.25,$1.18
2,Poochyena,Pokemon,SM - Team Up,$0.08,$0.20,$1.18
1,Honedge,Pokemon,SM - Team Up,$0.04,$0.20,$1.14
1,Pidgeotto,Pokemon,SM - Team Up,$0.14,$0.40,$1.35
1,Evil Eye Confrontation - [1st Edition],YuGiOh,The Infinity Chasers,$0.11,$0.29,$1.82
1,Caterpie,Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.13
1,Oddish (6),Pokemon,SM - Unbroken Bonds,$0.07,$0.25,$1.21
1,Grubbin,Pokemon,SM - Unbroken Bonds,$0.05,$0.20,$2.95
1,Darumaka,Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.15
1,Litten (26),Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.14
1,Poliwag (36),Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.14
1,Poliwag (37),Pokemon,SM - Unbroken Bonds,$0.05,$0.20,$1.18
1,Tentacool,Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.12
1,Tentacruel,Pokemon,SM - Unbroken Bonds,$0.01,$0.23,$5.00
1,Seel,Pokemon,SM - Unbroken Bonds,$0.01,$0.25,$1.14
1,Froakie,Pokemon,SM - Unbroken Bonds,$0.03,$0.21,$1.19
1,Frogadier,Pokemon,SM - Unbroken Bonds,$0.03,$0.25,$1.13
2,Pyukumuku,Pokemon,SM - Unbroken Bonds,$0.14,$0.25,$1.28
1,Pikachu,Pokemon,SM - Unbroken Bonds,$0.14,$0.39,$1.37
1,Geodude,Pokemon,SM - Unbroken Bonds,$0.03,$0.20,$1.14
1,Rhyhorn (92),Pokemon,SM - Unbroken Bonds,$0.05,$0.20,$1.60
1,Rhyhorn (93),Pokemon,SM - Unbroken Bonds,$0.01,$0.20,$1.14
1,Rhydon,Pokemon,SM - Unbroken Bonds,$0.10,$0.24,$1.24
1,Lairon,Pokemon,SM - Unbroken Bonds,$0.04,$0.20,$1.14
1,Meltan,Pokemon,SM - Unbroken Bonds,$0.01,$0.20,$1.14
1,Togekiss - [Holofoil],Pokemon,SM - Unbroken Bonds,$0.40,$0.75,$1.49
2,Meowth,Pokemon,SM - Unbroken Bonds,$0.08,$0.21,$5.00
1,Dust Island,Pokemon,SM - Unbroken Bonds,$0.07,$0.25,$1.17
1,Fairy Charm Ability,Pokemon,SM - Unbroken Bonds,$0.02,$0.20,$1.13
1,Marincess Sea Star - [1st Edition],YuGiOh,Rising Rampage,$0.04,$0.25,$10.05
1,Flawless Perfection of the Tenyi - [1st Edition],YuGiOh,Rising Rampage,$0.10,$0.35,$1.00
1,Yanmega,Pokemon,SM - Unified Minds,$0.08,$0.24,$5.00
1,Shroomish,Pokemon,SM - Unified Minds,$0.03,$0.19,$4.99
1,Dwebble,Pokemon,SM - Unified Minds,$0.05,$0.20,$4.99
2,Fomantis,Pokemon,SM - Unified Minds,$0.04,$0.20,$4.99
1,Lurantis,Pokemon,SM - Unified Minds,$0.10,$0.25,$4.99
2,Steenee,Pokemon,SM - Unified Minds,$0.09,$0.21,$5.00
1,Fletchinder,Pokemon,SM - Unified Minds,$0.03,$0.18,$4.99
1,Snover,Pokemon,SM - Unified Minds,$0.04,$0.15,$4.99
1,Tynamo (64),Pokemon,SM - Unified Minds,$0.04,$0.20,$5.00
1,Cresselia,Pokemon,SM - Unified Minds,$0.07,$0.25,$4.99
1,Munna,Pokemon,SM - Unified Minds,$0.04,$0.20,$4.99
2,Doublade,Pokemon,SM - Unified Minds,$0.08,$0.25,$4.99
1,Poipole,Pokemon,SM - Unified Minds,$0.06,$0.24,$4.99
2,Heracross,Pokemon,SM - Unified Minds,$0.07,$0.24,$4.99
1,Riolu (116),Pokemon,SM - Unified Minds,$0.08,$0.24,$4.99
1,Cottonee,Pokemon,SM - Unified Minds,$0.04,$0.25,$5.00
1,Dedenne,Pokemon,SM - Unified Minds,$0.05,$0.25,$4.99
5,Fraxure,Pokemon,SM - Unified Minds,$0.04,$0.25,$4.99
1,Druddigon,Pokemon,SM - Unified Minds,$0.02,$0.20,$4.99
3,Tauros,Pokemon,SM - Unified Minds,$0.05,$0.24,$4.99
1,Audino,Pokemon,SM - Unified Minds,$0.04,$0.25,$4.99
1,Tornadus,Pokemon,SM - Unified Minds,$0.07,$0.25,$5.00
1,Caterpie,Pokemon,Hidden Fates,$0.01,$0.12,$2.00
1,Paras,Pokemon,Hidden Fates,$0.01,$0.12,$2.00
2,Psyduck,Pokemon,Hidden Fates,$0.01,$0.12,$1.00
1,Slowpoke,Pokemon,Hidden Fates,$0.01,$0.14,$1.04
1,Staryu,Pokemon,Hidden Fates,$0.01,$0.12,$1.03
1,Magikarp,Pokemon,Hidden Fates,$0.02,$0.15,$1.01
2,Pikachu,Pokemon,Hidden Fates,$0.01,$0.25,$4.39
2,Ekans (25),Pokemon,Hidden Fates,$0.01,$0.12,$1.00
4,Ekans (26),Pokemon,Hidden Fates,$0.01,$0.12,$1.04
2,Koffing,Pokemon,Hidden Fates,$0.01,$0.12,$1.00
1,Geodude,Pokemon,Hidden Fates,$0.01,$0.10,$1.04
2,Jigglypuff,Pokemon,Hidden Fates,$0.02,$0.12,$1.02
